drug_name,url
Adynovate,https://www.drugs.com/cons/adynovate.html
Adynovate recombinant,https://www.drugs.com/mtm/adynovate-recombinant.html
Adyphren,https://www.drugs.com/pro/adyphren.html
Adyphren II,https://www.drugs.com/pro/adyphren-ii.html
Adzenys ER,https://www.drugs.com/cons/adzenys-er.html
Adzenys ER Oral Suspension,https://www.drugs.com/pro/adzenys-er-oral-suspension.html
Adzenys XR-ODT,https://www.drugs.com/mtm/adzenys-xr-odt.html
Adzynma,https://www.drugs.com/adzynma.html
Afamelanotide,https://www.drugs.com/mtm/afamelanotide.html
Afamelanotide Acetate,https://www.drugs.com/monograph/afamelanotide-acetate.html
Afamitresgene autoleucel,https://www.drugs.com/mtm/afamitresgene-autoleucel.html
Afatinib,https://www.drugs.com/afatinib.html
Afeditab CR,https://www.drugs.com/cons/afeditab-cr.html
Affodel,https://www.drugs.com/pro/affodel.html
Afinitor,https://www.drugs.com/afinitor.html
Afinitor Disperz,https://www.drugs.com/mtm/afinitor-disperz.html
Afirmelle,https://www.drugs.com/pro/afirmelle.html
Afirmelle (28 Day),https://www.drugs.com/mtm/afirmelle-28-day.html
Aflaxen,https://www.drugs.com/cons/aflaxen.html
Aflibercept,https://www.drugs.com/aflibercept.html
Afluria,https://www.drugs.com/afluria.html
Afluria 2015-2016 Formula,https://www.drugs.com/cons/afluria-2015-2016-formula.html
Afluria 2024-2025 injection,https://www.drugs.com/mtm/afluria-2024-2025-injection.html
Afluria PF Pediatric Quadrivalent 2021-2022 injection,https://www.drugs.com/mtm/afluria-pf-pediatric-quadrivalent-2021-2022-injection.html
Afluria PF Quadrivalent 2021-2022 injection,https://www.drugs.com/mtm/afluria-pf-quadrivalent-2021-2022-injection.html
Afluria PF Quadrivalent 2022-2023 injection,https://www.drugs.com/mtm/afluria-pf-quadrivalent-2022-2023-injection.html
Afluria Quadrivalent,https://www.drugs.com/pro/afluria-quadrivalent.html
Afluria Quadrivalent 2021-2022 injection,https://www.drugs.com/mtm/afluria-quadrivalent-2021-2022-injection.html
Afluria Quadrivalent 2022-2023 injection,https://www.drugs.com/mtm/afluria-quadrivalent-2022-2023-injection.html
Afrezza,https://www.drugs.com/afrezza.html
African Basil,https://www.drugs.com/npp/african-basil.html
African Mango,https://www.drugs.com/npp/african-mango.html
Afrin,https://www.drugs.com/mtm/afrin.html
Afrin 4 Hour Extra Moisturizing,https://www.drugs.com/mtm/afrin-4-hour-extra-moisturizing.html
Afrin All Night NoDrip,https://www.drugs.com/mtm/afrin-all-night-nodrip.html
Afrin Allergy Sinus,https://www.drugs.com/mtm/afrin-allergy-sinus.html
Afrin Extra Moisturizing,https://www.drugs.com/mtm/afrin-extra-moisturizing.html
Afrin No Drip,https://www.drugs.com/mtm/afrin-no-drip.html
Afrin No Drip Severe Congestion,https://www.drugs.com/mtm/afrin-no-drip-severe-congestion.html
Afrin No Drip Sinus,https://www.drugs.com/mtm/afrin-no-drip-sinus.html
Afrin NoDrip Extra Moisturizing,https://www.drugs.com/mtm/afrin-nodrip-extra-moisturizing.html
Afrin Pump Mist,https://www.drugs.com/mtm/afrin-pump-mist.html
Afrin Saline nasal,https://www.drugs.com/mtm/afrin-saline-nasal.html
Afrin Severe Congestion,https://www.drugs.com/mtm/afrin-severe-congestion.html
Afrin Severe Congestion NoDrip,https://www.drugs.com/mtm/afrin-severe-congestion-nodrip.html
Afstyla,https://www.drugs.com/cons/afstyla.html
Afstyla recombinant,https://www.drugs.com/mtm/afstyla-recombinant.html
Aftate,https://www.drugs.com/cons/aftate.html
Aftera,https://www.drugs.com/pro/aftera.html
AfterPill,https://www.drugs.com/mtm/afterpill.html
AK-Con,https://www.drugs.com/mtm/ak-con.html
AK-Dilate,https://www.drugs.com/cons/ak-dilate.html
AK-Fluor,https://www.drugs.com/cons/ak-fluor.html
AK-NaCl,https://www.drugs.com/cons/ak-nacl.html
AK-Pentolate,https://www.drugs.com/cons/ak-pentolate.html
AK-Poly-Bac,https://www.drugs.com/mtm/ak-poly-bac.html
AK-Pred,https://www.drugs.com/cons/ak-pred.html
AK-Taine,https://www.drugs.com/mtm/ak-taine.html
Akeega,https://www.drugs.com/akeega.html
Akineton,https://www.drugs.com/cons/akineton.html
Aklief,https://www.drugs.com/aklief.html
Aklief Cream,https://www.drugs.com/pro/aklief-cream.html
Akne-Mycin,https://www.drugs.com/cons/akne-mycin.html
Akne-mycin Ointment,https://www.drugs.com/pro/akne-mycin-ointment.html
Akovaz,https://www.drugs.com/cons/akovaz.html
Akten,https://www.drugs.com/akten.html
Akten Gel,https://www.drugs.com/pro/akten-gel.html
Aktipak,https://www.drugs.com/pro/aktipak.html
AKTob,https://www.drugs.com/cons/aktob.html
Akurza,https://www.drugs.com/cons/akurza.html
Akwa Tears,https://www.drugs.com/mtm/akwa-tears.html
Akynzeo,https://www.drugs.com/akynzeo.html
Akynzeo (Fosnetupitant/palonosetron Intravenous),https://www.drugs.com/cons/akynzeo-fosnetupitant-palonosetron-intravenous.html
Akynzeo (Netupitant and palonosetron Oral),https://www.drugs.com/cons/akynzeo-netupitant-and-palonosetron-oral.html
Akynzeo injection,https://www.drugs.com/mtm/akynzeo-injection.html
Ala Hist PE,https://www.drugs.com/mtm/ala-hist-pe.html
Ala Quin Cream,https://www.drugs.com/pro/ala-quin-cream.html
Ala Scalp,https://www.drugs.com/pro/ala-scalp.html
Ala-Cort,https://www.drugs.com/mtm/ala-cort.html
Ala-Cort Cream,https://www.drugs.com/pro/ala-cort-cream.html
Ala-Hist IR,https://www.drugs.com/mtm/ala-hist-ir.html
Ala-Scalp HP,https://www.drugs.com/cons/ala-scalp-hp.html
Ala-Scalp Lotion,https://www.drugs.com/pro/ala-scalp-lotion.html
Ala-Tet,https://www.drugs.com/mtm/ala-tet.html
Alahist CF,https://www.drugs.com/mtm/alahist-cf.html
Alahist D,https://www.drugs.com/mtm/alahist-d.html
Alahist DM (dexbrompheniramine),https://www.drugs.com/mtm/alahist-dm-dexbrompheniramine.html
Alahist-DM,https://www.drugs.com/mtm/alahist-dm.html
Alamast,https://www.drugs.com/cons/alamast.html
Alavert,https://www.drugs.com/mtm/alavert.html
Alavert D-12,https://www.drugs.com/mtm/alavert-d-12.html
Alavert D-12 Hour Allergy and Sinus,https://www.drugs.com/pro/alavert-d-12-hour-allergy-and-sinus.html
Alavert-D 12-Hour,https://www.drugs.com/cons/alavert-d-12-hour.html
Alaway,https://www.drugs.com/mtm/alaway.html
Alaway Preservative Free,https://www.drugs.com/mtm/alaway-preservative-free.html
Albalon,https://www.drugs.com/mtm/albalon.html
Albendazole,https://www.drugs.com/mtm/albendazole.html
Albenza,https://www.drugs.com/mtm/albenza.html
Albiglutide,https://www.drugs.com/albiglutide.html
Albuked,https://www.drugs.com/pro/albuked.html
Albuked 25,https://www.drugs.com/cons/albuked-25.html
Albuked 25 human,https://www.drugs.com/mtm/albuked-25-human.html
Albuked 5,https://www.drugs.com/cons/albuked-5.html
Albuked 5 human,https://www.drugs.com/mtm/albuked-5-human.html
Albuked human,https://www.drugs.com/mtm/albuked-human.html
Albumarc,https://www.drugs.com/cons/albumarc.html
Albumin (Human) 20%,https://www.drugs.com/pro/albumin-human-20.html
Albumin human,https://www.drugs.com/mtm/albumin-human.html
"Albumin, iodinated i-131",https://www.drugs.com/cons/albumin-iodinated-i-131.html
Albuminar,https://www.drugs.com/cons/albuminar.html
Albuminar-25,https://www.drugs.com/pro/albuminar-25.html
Albuminar-25 human,https://www.drugs.com/mtm/albuminar-25-human.html
Albuminex human,https://www.drugs.com/mtm/albuminex-human.html
Albuminex Injection,https://www.drugs.com/pro/albuminex-injection.html
Alburx,https://www.drugs.com/cons/alburx.html
Alburx human,https://www.drugs.com/mtm/alburx-human.html
Albutein,https://www.drugs.com/cons/albutein.html
Albutein 25%,https://www.drugs.com/pro/albutein-25.html
Albutein 5%,https://www.drugs.com/pro/albutein-5.html
Albutein human,https://www.drugs.com/mtm/albutein-human.html
Albuterol,https://www.drugs.com/albuterol.html
Albuterol (Oral),https://www.drugs.com/cons/albuterol-oral.html
Albuterol Aerosol,https://www.drugs.com/pro/albuterol-aerosol.html
Albuterol and budesonide inhalation,https://www.drugs.com/mtm/albuterol-and-budesonide-inhalation.html
Albuterol and ipratropium inhalation,https://www.drugs.com/mtm/albuterol-and-ipratropium-inhalation.html
Albuterol Extended-Release Tablets,https://www.drugs.com/pro/albuterol-extended-release-tablets.html
Albuterol Inhalation Solution,https://www.drugs.com/pro/albuterol-inhalation-solution.html
Albuterol Oral Solution,https://www.drugs.com/pro/albuterol-oral-solution.html
Albuterol Sulfate and Budesonide (Oral Inhalation),https://www.drugs.com/monograph/albuterol-sulfate-and-budesonide-oral-inhalation.html
"Albuterol Sulfate, Levalbuterol Hydrochloride, Levalbuterol Tartrate (Systemic, Oral Inhalation)",https://www.drugs.com/monograph/albuterol-sulfate-levalbuterol-hydrochloride-levalbuterol-tartrate-systemic-oral-inhalation.html
Albuterol Syrup,https://www.drugs.com/pro/albuterol-syrup.html
Alcaftadine,https://www.drugs.com/cons/alcaftadine.html
Alcaftadine (EENT),https://www.drugs.com/monograph/alcaftadine-eent.html
Alcaftadine ophthalmic,https://www.drugs.com/mtm/alcaftadine-ophthalmic.html
Alcaine,https://www.drugs.com/mtm/alcaine.html
Alclometasone,https://www.drugs.com/pro/alclometasone.html
Alclometasone Ointment,https://www.drugs.com/pro/alclometasone-ointment.html
Alclometasone topical,https://www.drugs.com/mtm/alclometasone-topical.html
Alcohol,https://www.drugs.com/alcohol.html
Alcohol and Dextrose,https://www.drugs.com/pro/alcohol-and-dextrose.html
Alcohol in Dextrose,https://www.drugs.com/pro/alcohol-in-dextrose.html
Alcortin A Gel,https://www.drugs.com/pro/alcortin-a-gel.html
Alcortin A topical,https://www.drugs.com/mtm/alcortin-a-topical.html
Aldactazide,https://www.drugs.com/cons/aldactazide.html
Aldactone,https://www.drugs.com/aldactone.html
Aldara,https://www.drugs.com/aldara.html
Aldesleukin,https://www.drugs.com/mtm/aldesleukin.html
Aldex G,https://www.drugs.com/mtm/aldex-g.html
Aldomet,https://www.drugs.com/mtm/aldomet.html
Aldoril,https://www.drugs.com/cons/aldoril.html
Aldurazyme,https://www.drugs.com/aldurazyme.html
Alecensa,https://www.drugs.com/alecensa.html
Alectinib,https://www.drugs.com/alectinib.html
Alectinib Hydrochloride,https://www.drugs.com/monograph/alectinib-hydrochloride.html
Alefacept,https://www.drugs.com/cons/alefacept.html
Alemtuzumab,https://www.drugs.com/mtm/alemtuzumab.html
Alemtuzumab (Antineoplastic),https://www.drugs.com/monograph/alemtuzumab-antineoplastic.html
Alemtuzumab (Multiple Sclerosis),https://www.drugs.com/monograph/alemtuzumab-multiple-sclerosis.html
Alendronate,https://www.drugs.com/mtm/alendronate.html
Alendronate and cholecalciferol,https://www.drugs.com/mtm/alendronate-and-cholecalciferol.html
Alendronate Oral Solution,https://www.drugs.com/pro/alendronate-oral-solution.html
Alera,https://www.drugs.com/mtm/alera.html
Alert,https://www.drugs.com/mtm/alert.html
Alesse,https://www.drugs.com/alesse.html
Alesse-28,https://www.drugs.com/cons/alesse-28.html
Aletris,https://www.drugs.com/npp/aletris.html
Alevazol,https://www.drugs.com/mtm/alevazol.html
Aleve,https://www.drugs.com/aleve.html
Aleve Arthritis,https://www.drugs.com/cons/aleve-arthritis.html
Aleve Back and Muscle Pain,https://www.drugs.com/mtm/aleve-back-and-muscle-pain.html
Aleve Caplets,https://www.drugs.com/pro/aleve-caplets.html
Aleve Cold and Sinus,https://www.drugs.com/mtm/aleve-cold-and-sinus.html
Aleve Easy Open Arthritis,https://www.drugs.com/mtm/aleve-easy-open-arthritis.html
Aleve Liquid Gels,https://www.drugs.com/mtm/aleve-liquid-gels.html
Aleve PM,https://www.drugs.com/aleve-pm.html
Aleve Sinus and Headache,https://www.drugs.com/mtm/aleve-sinus-and-headache.html
Aleve-D Cold and Sinus,https://www.drugs.com/mtm/aleve-d-cold-and-sinus.html
Aleve-D Sinus and Cold,https://www.drugs.com/mtm/aleve-d-sinus-and-cold.html
Alevex Pain Relieving,https://www.drugs.com/mtm/alevex-pain-relieving.html
Alevex Pain Relieving Roll-On,https://www.drugs.com/mtm/alevex-pain-relieving-roll-on.html
Alfalfa,https://www.drugs.com/npp/alfalfa.html
Alfentanil,https://www.drugs.com/cons/alfentanil.html
Alferon N,https://www.drugs.com/mtm/alferon-n.html
Alfuzosin,https://www.drugs.com/cons/alfuzosin.html
Alfuzosin Tablets,https://www.drugs.com/pro/alfuzosin-tablets.html
Alglucerase,https://www.drugs.com/cons/alglucerase.html
Alglucosidase alfa,https://www.drugs.com/cons/alglucosidase-alfa.html
Alhemo,https://www.drugs.com/alhemo.html
Alhemo Prefilled Pen,https://www.drugs.com/mtm/alhemo-prefilled-pen.html
Aliclen,https://www.drugs.com/cons/aliclen.html
Align,https://www.drugs.com/mtm/align.html
Alimta,https://www.drugs.com/alimta.html
Alinia,https://www.drugs.com/mtm/alinia.html
Aliqopa,https://www.drugs.com/aliqopa.html
Alirocumab,https://www.drugs.com/alirocumab.html
Aliskiren,https://www.drugs.com/mtm/aliskiren.html
Aliskiren and amlodipine,https://www.drugs.com/cons/aliskiren-and-amlodipine.html
Aliskiren and hydrochlorothiazide,https://www.drugs.com/cons/aliskiren-and-hydrochlorothiazide.html
Aliskiren Tablets,https://www.drugs.com/pro/aliskiren-tablets.html
"Aliskiren, amlodipine, and hydrochlorothiazide",https://www.drugs.com/cons/aliskiren-amlodipine-and-hydrochlorothiazide.html
Alitretinoin,https://www.drugs.com/cons/alitretinoin.html
Alitretinoin topical,https://www.drugs.com/mtm/alitretinoin-topical.html
Alivio,https://www.drugs.com/pro/alivio.html
Alka-Mints,https://www.drugs.com/mtm/alka-mints.html
Alka-Seltzer,https://www.drugs.com/cons/alka-seltzer.html
Alka-Seltzer Anti-Gas,https://www.drugs.com/mtm/alka-seltzer-anti-gas.html
Alka-Seltzer Cold and Sinus,https://www.drugs.com/mtm/alka-seltzer-cold-and-sinus.html
Alka-Seltzer Cool Action Heartburn Relief,https://www.drugs.com/mtm/alka-seltzer-cool-action-heartburn-relief.html
Alka-Seltzer Extra Strength Heartburn Relief,https://www.drugs.com/mtm/alka-seltzer-extra-strength-heartburn-relief.html
Alka-Seltzer Hangover Relief,https://www.drugs.com/mtm/alka-seltzer-hangover-relief.html
Alka-Seltzer Heartburn Relief Lemon Lime,https://www.drugs.com/mtm/alka-seltzer-heartburn-relief-lemon-lime.html
Alka-Seltzer Morning Relief,https://www.drugs.com/mtm/alka-seltzer-morning-relief.html
Alka-Seltzer Plus Cold,https://www.drugs.com/mtm/alka-seltzer-plus-cold.html
Alka-Seltzer Plus Cold and Cough,https://www.drugs.com/mtm/alka-seltzer-plus-cold-and-cough.html
Alka-Seltzer Plus Cold and Cough Powerfast Fizz,https://www.drugs.com/mtm/alka-seltzer-plus-cold-and-cough-powerfast-fizz.html
Alka-Seltzer Plus Cold And Flu Day Night Maximum Strength,https://www.drugs.com/mtm/alka-seltzer-plus-cold-and-flu-day-night-maximum-strength.html
Alka-Seltzer Plus Cold and Sinus,https://www.drugs.com/mtm/alka-seltzer-plus-cold-and-sinus.html
Alka-Seltzer Plus Cold Formula,https://www.drugs.com/mtm/alka-seltzer-plus-cold-formula.html
Alka-Seltzer Plus Cold Powerfast Fizz Night,https://www.drugs.com/mtm/alka-seltzer-plus-cold-powerfast-fizz-night.html
Alka-Seltzer Plus Day and Night Cold and Flu Max Strength,https://www.drugs.com/mtm/alka-seltzer-plus-day-and-night-cold-and-flu-max-strength.html
Alka-Seltzer Plus Maximum Strength,https://www.drugs.com/mtm/alka-seltzer-plus-maximum-strength.html
Alka-Seltzer Plus Night Severe Cold and Flu,https://www.drugs.com/mtm/alka-seltzer-plus-night-severe-cold-and-flu.html
Alka-Seltzer Plus Night-Time Cold,https://www.drugs.com/mtm/alka-seltzer-plus-night-time-cold.html
Alka-Seltzer Plus Powermax,https://www.drugs.com/mtm/alka-seltzer-plus-powermax.html
Alka-Seltzer Plus Severe Cold Night Powerfast Fizz,https://www.drugs.com/mtm/alka-seltzer-plus-severe-cold-night-powerfast-fizz.html
Alka-Seltzer Plus Severe Cold Powerfast Fizz Day and Night,https://www.drugs.com/mtm/alka-seltzer-plus-severe-cold-powerfast-fizz-day-and-night.html
Alkanna Root,https://www.drugs.com/npp/alkanna-root.html
Alkeran,https://www.drugs.com/cons/alkeran.html
Alkeran IV,https://www.drugs.com/cons/alkeran-iv.html
Alkeran Tablets,https://www.drugs.com/pro/alkeran-tablets.html
Alkindi Sprinkle,https://www.drugs.com/mtm/alkindi-sprinkle.html
All Day Allergy-D,https://www.drugs.com/mtm/all-day-allergy-d.html
All Day Pain Relief,https://www.drugs.com/pro/all-day-pain-relief.html
All Day Relief,https://www.drugs.com/pro/all-day-relief.html
All-Nite,https://www.drugs.com/mtm/all-nite.html
Allan Tannate Pediatric,https://www.drugs.com/mtm/allan-tannate-pediatric.html
Allanhist PDX Drops,https://www.drugs.com/mtm/allanhist-pdx-drops.html
Allegra,https://www.drugs.com/allegra.html
Allegra 12 Hour Allergy,https://www.drugs.com/mtm/allegra-12-hour-allergy.html
Allegra 24 Hour Allergy,https://www.drugs.com/mtm/allegra-24-hour-allergy.html
Allegra Allergy,https://www.drugs.com/mtm/allegra-allergy.html
Allegra Hives 24hr,https://www.drugs.com/pro/allegra-hives-24hr.html
Allegra ODT,https://www.drugs.com/cons/allegra-odt.html
Allegra OTC,https://www.drugs.com/mtm/allegra-otc.html
Allegra-D 12 hour,https://www.drugs.com/allegra_d.html
Allegra-D 12 Hour Allergy and Congestion,https://www.drugs.com/mtm/allegra-d-12-hour-allergy-and-congestion.html
Allegra-D 24 Hour,https://www.drugs.com/allegra_d_24.html
Allegra-D 24 Hour Allergy and Congestion,https://www.drugs.com/mtm/allegra-d-24-hour-allergy-and-congestion.html
Aller-Chlor,https://www.drugs.com/mtm/aller-chlor.html
Aller-Ease,https://www.drugs.com/mtm/aller-ease.html
AllerDur,https://www.drugs.com/mtm/allerdur.html
Allerest 12 Hour Nasal Spray,https://www.drugs.com/mtm/allerest-12-hour-nasal-spray.html
Allerest Maximum Strength,https://www.drugs.com/mtm/allerest-maximum-strength.html
Allerest No Drowsiness,https://www.drugs.com/mtm/allerest-no-drowsiness.html
Allerest PE,https://www.drugs.com/mtm/allerest-pe.html
"Allergenic Extract, Bee and Wasp",https://www.drugs.com/pro/allergenic-extract-bee-and-wasp.html
"Allergenic Extract, Coca Glycerine",https://www.drugs.com/pro/allergenic-extract-coca-glycerine.html
"Allergenic Extract, Standardized Mites",https://www.drugs.com/pro/allergenic-extract-standardized-mites.html
Allergenic Extracts Injection,https://www.drugs.com/pro/allergenic-extracts-injection.html
"Allergenic Extracts, Grass",https://www.drugs.com/pro/allergenic-extracts-grass.html
"Allergenic Extracts, Grass Pollen",https://www.drugs.com/pro/allergenic-extracts-grass-pollen.html
Allergy & Congestion Relief,https://www.drugs.com/cons/allergy-congestion-relief.html
Allergy (Diphenhydramine HCl),https://www.drugs.com/mtm/allergy-diphenhydramine-hcl.html
Allergy Nasal Spray,https://www.drugs.com/pro/allergy-nasal-spray.html
Allergy Relief,https://www.drugs.com/mtm/allergy-relief.html
Allergy Relief (Chlorpheniramine),https://www.drugs.com/mtm/allergy-relief-chlorpheniramine.html
Allergy Relief (Diphenhydramine HCl),https://www.drugs.com/mtm/allergy-relief-diphenhydramine-hcl.html
Allergy Relief (Fexofenadine HCl),https://www.drugs.com/mtm/allergy-relief-fexofenadine-hcl.html
Allergy Relief D,https://www.drugs.com/pro/allergy-relief-d.html
Allergy Spray,https://www.drugs.com/pro/allergy-spray.html
Allermax,https://www.drugs.com/mtm/allermax.html
AllerNaze,https://www.drugs.com/allernaze.html
Allersol,https://www.drugs.com/mtm/allersol.html
Allfen,https://www.drugs.com/mtm/allfen.html
Allfen C,https://www.drugs.com/mtm/allfen-c.html
Allfen CD,https://www.drugs.com/mtm/allfen-cd.html
Allfen CX,https://www.drugs.com/mtm/allfen-cx.html
Alli,https://www.drugs.com/alli.html
AlloPAX,https://www.drugs.com/pro/allopax.html
Allopurinol,https://www.drugs.com/allopurinol.html
Allopurinol Injection,https://www.drugs.com/pro/allopurinol-injection.html
Allspice,https://www.drugs.com/npp/allspice.html
Allzital,https://www.drugs.com/mtm/allzital.html
Almacone,https://www.drugs.com/mtm/almacone.html
Almond/Almond Oil,https://www.drugs.com/npp/almond-almond-oil.html
Almotriptan,https://www.drugs.com/mtm/almotriptan.html
Alocril,https://www.drugs.com/cons/alocril.html
Alodox,https://www.drugs.com/pro/alodox.html
Aloe,https://www.drugs.com/npc/aloe.html
Aloe Grande topical,https://www.drugs.com/mtm/aloe-grande-topical.html
"Aloe polysaccharides, hydrocortisone, and iodoquinol topical",https://www.drugs.com/mtm/aloe-polysaccharides-hydrocortisone-and-iodoquinol-topical.html
Aloe vera topical,https://www.drugs.com/mtm/aloe-vera-topical.html
Aloe Vesta 2-N-1 Antifungal,https://www.drugs.com/cons/aloe-vesta-2-n-1-antifungal.html
Aloe Vesta Antifungal,https://www.drugs.com/cons/aloe-vesta-antifungal.html
Aloe Vesta Clear Antifungal,https://www.drugs.com/mtm/aloe-vesta-clear-antifungal.html
Alogliptin,https://www.drugs.com/mtm/alogliptin.html
Alogliptin and metformin,https://www.drugs.com/mtm/alogliptin-and-metformin.html
Alogliptin and Metformin Tablets,https://www.drugs.com/pro/alogliptin-and-metformin-tablets.html
Alogliptin and pioglitazone,https://www.drugs.com/mtm/alogliptin-and-pioglitazone.html
Alogliptin and Pioglitazone Tablets,https://www.drugs.com/pro/alogliptin-and-pioglitazone-tablets.html
Alomide,https://www.drugs.com/mtm/alomide.html
Aloprim,https://www.drugs.com/cons/aloprim.html
Aloquin Gel,https://www.drugs.com/pro/aloquin-gel.html
Alora,https://www.drugs.com/cons/alora.html
Alora skin patch,https://www.drugs.com/mtm/alora-skin-patch.html
Alosetron,https://www.drugs.com/mtm/alosetron.html
Aloxi,https://www.drugs.com/aloxi.html
Aloxi Capsules,https://www.drugs.com/pro/aloxi-capsules.html
Alpelisib,https://www.drugs.com/alpelisib.html
Alpha 1-proteinase inhibitor,https://www.drugs.com/mtm/alpha-1-proteinase-inhibitor.html
Alpha Lipoic Acid,https://www.drugs.com/mtm/alpha-lipoic-acid.html
Alpha-1-Proteinase Inhibitor (Human),https://www.drugs.com/monograph/alpha-1-proteinase-inhibitor-human.html
Alpha-E,https://www.drugs.com/cons/alpha-e.html
Alpha-Pro Gel,https://www.drugs.com/pro/alpha-pro-gel.html
Alphagan P,https://www.drugs.com/alphagan.html
Alphanate,https://www.drugs.com/mtm/alphanate.html
Alphanine SD,https://www.drugs.com/mtm/alphanine-sd.html
Alphatrex,https://www.drugs.com/cons/alphatrex.html
Alprazolam,https://www.drugs.com/alprazolam.html
Alprazolam Extended Release,https://www.drugs.com/pro/alprazolam-extended-release.html
Alprazolam Intensol,https://www.drugs.com/pro/alprazolam-intensol.html
Alprazolam ODT,https://www.drugs.com/pro/alprazolam-odt.html
Alprazolam XR,https://www.drugs.com/pro/alprazolam-xr.html
Alprolix,https://www.drugs.com/alprolix.html
Alprolix (Factor ix fc fusion protein recombinant Intravenous),https://www.drugs.com/cons/alprolix-factor-ix-fc-fusion-protein-recombinant-intravenous.html
"Alprolix (Factor ix Intravenous, Injection)",https://www.drugs.com/cons/alprolix-factor-ix-intravenous-injection.html
Alprostadil,https://www.drugs.com/pro/alprostadil.html
Alprostadil (Intracavernosal),https://www.drugs.com/cons/alprostadil-intracavernosal.html
Alprostadil (Intravenous),https://www.drugs.com/cons/alprostadil-intravenous.html
"Alprostadil (Systemic, Local)",https://www.drugs.com/monograph/alprostadil-systemic-local.html
Alprostadil (Urethral),https://www.drugs.com/cons/alprostadil-urethral.html
Alprostadil injectable and transurethral,https://www.drugs.com/mtm/alprostadil-injectable-and-transurethral.html
Alrex,https://www.drugs.com/cons/alrex.html
Alrex ophthalmic,https://www.drugs.com/mtm/alrex-ophthalmic.html
Alsuma,https://www.drugs.com/alsuma.html
Altabax,https://www.drugs.com/altabax.html
Altacaine,https://www.drugs.com/cons/altacaine.html
Altacaine Ophthalmic Solution,https://www.drugs.com/pro/altacaine-ophthalmic-solution.html
Altace,https://www.drugs.com/altace.html
Altachlore ophthalmic,https://www.drugs.com/mtm/altachlore-ophthalmic.html
Altaflor,https://www.drugs.com/mtm/altaflor.html
Altafluor,https://www.drugs.com/pro/altafluor.html
Altafrin,https://www.drugs.com/mtm/altafrin.html
Altarussin,https://www.drugs.com/mtm/altarussin.html
Altarussin CF,https://www.drugs.com/mtm/altarussin-cf.html
Altavera,https://www.drugs.com/cons/altavera.html
Altavera (28 Day),https://www.drugs.com/mtm/altavera-28-day.html
Altazine,https://www.drugs.com/mtm/altazine.html
Altenol,https://www.drugs.com/cons/altenol.html
Alteplase,https://www.drugs.com/mtm/alteplase.html
"Alteplase, recombinant",https://www.drugs.com/cons/alteplase-recombinant.html
Altocor,https://www.drugs.com/altocor.html
Altoprev,https://www.drugs.com/mtm/altoprev.html
Altreno,https://www.drugs.com/mtm/altreno.html
Altretamine,https://www.drugs.com/cons/altretamine.html
Altuviiio,https://www.drugs.com/altuviiio.html
"Altuviiio (Antihemophilic factor (recombinant), fc-vwf-xten fusion protein-ehtl Intravenous)",https://www.drugs.com/cons/altuviiio-antihemophilic-factor-recombinant-fc-vwf-xten-fusion-protein-ehtl-intravenous.html
Altuviiio (Antihemophilic factor Intravenous),https://www.drugs.com/cons/altuviiio-antihemophilic-factor-intravenous.html
Aluminum Acetate,https://www.drugs.com/monograph/aluminum-acetate.html
Aluminum Chloride (Topical),https://www.drugs.com/monograph/aluminum-chloride-topical.html
Aluminum chloride hexahydrate topical,https://www.drugs.com/mtm/aluminum-chloride-hexahydrate-topical.html
Aluminum hydroxide,https://www.drugs.com/mtm/aluminum-hydroxide.html
Aluminum hydroxide and magnesium carbonate,https://www.drugs.com/mtm/aluminum-hydroxide-and-magnesium-carbonate.html
Aluminum hydroxide and magnesium trisilicate,https://www.drugs.com/mtm/aluminum-hydroxide-and-magnesium-trisilicate.html
"Aluminum hydroxide, magnesium hydroxide, and simethicone",https://www.drugs.com/mtm/aluminum-hydroxide-magnesium-hydroxide-and-simethicone.html
Alunbrig,https://www.drugs.com/alunbrig.html
Alupent,https://www.drugs.com/pro/alupent.html
Alupent (Metaproterenol Inhalation),https://www.drugs.com/cons/alupent-metaproterenol-inhalation.html
Alupent (Metaproterenol Oral),https://www.drugs.com/cons/alupent-metaproterenol-oral.html
Aluvea,https://www.drugs.com/mtm/aluvea.html
Alvaiz,https://www.drugs.com/alvaiz.html
Alvesco,https://www.drugs.com/alvesco.html
Alvesco inhalation,https://www.drugs.com/mtm/alvesco-inhalation.html
Alvimopan,https://www.drugs.com/mtm/alvimopan.html
Alyacen  7/7/7,https://www.drugs.com/pro/alyacen-7-7-7.html
Alyacen 1/35,https://www.drugs.com/pro/alyacen-1-35.html
Alyacen 1/35 (28 Day) birth control,https://www.drugs.com/mtm/alyacen-1-35-28-day-birth-control.html
Alyacen 7/7/7 (28 Day) birth control,https://www.drugs.com/mtm/alyacen-7-7-7-28-day-birth-control.html
Alyftrek,https://www.drugs.com/alyftrek.html
Alyglo,https://www.drugs.com/alyglo.html
Alymsys,https://www.drugs.com/mtm/alymsys.html
Alymsys (Bevacizumab Intravenous),https://www.drugs.com/cons/alymsys-bevacizumab-intravenous.html
Alymsys (Bevacizumab-maly Intravenous),https://www.drugs.com/cons/alymsys-bevacizumab-maly-intravenous.html
Alyq,https://www.drugs.com/mtm/alyq.html
A-Methapred,https://www.drugs.com/cons/a-methapred.html
